C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_15_859.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_15_859.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_15_859.jpg, 0, 0, 0, 8.415038E-05
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_15_962.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_15_962.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_15_962.jpg, 0, 0, 0, 7.98011E-05
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_064.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_064.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_064.jpg, 0, 0.3425184, 0, 0.2830838
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_167.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_167.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_167.jpg, 0, 0.6387219, 0, 0.824044
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_271.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_271.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_271.jpg, -0.3011805, 0.9399024, 0, 1.815819
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_373.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_373.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_373.jpg, -0.04226638, 1, 0, 3.005056
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_473.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_473.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_473.jpg, 0, 1, 0, 4.176483
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_574.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_574.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_574.jpg, -0.1502193, 1, 0, 5.336864
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_676.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_676.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_676.jpg, -0.1994397, 1, 0, 6.473657
C:\Users\Mahesh\Desktop\Data\IMG\center_2024_01_26_21_49_16_780.jpg, C:\Users\Mahesh\Desktop\Data\IMG\left_2024_01_26_21_49_16_780.jpg, C:\Users\Mahesh\Desktop\Data\IMG\right_2024_01_26_21_49_16_780.jpg, 0, 1, 0, 7.612106
